id, body, author
686, "یک راه دستیابی به تصویر حک شده در مغز، «هنر» است.مقوله‌ای که با ناخودآگاه سروکار دارد. مغزِ مربوط به عواطفِ انسان، خیلی خوب با مفاهیمِ نمادین و آنچه فروید آن را «فرایندِ نخستین» یام‌های استعاری، داستان، اسطوره‌ی هنر) می نامد، مأنوس و آشناست. از این شیوه اغلب برای درمان بچه‌هایی که دچار آسیب روحی شده اند استفاده می‌شود. بعضی اوقات هنر می‌تواند راهی برای کودکان باز کند تا راجع به لحظه‌ی هولناکی که از راهِ دیگر، جرأت ابراز آن را ندارند، صحبت کنند.دکتر اسپنسر آت، روانپزشک کودک که متخصص درمان چنین بچه‌هایی است ماجرای پسر پنج ساله‌ای را برایم تعریف کرد که همراه با مادرش توسط معشوقِ سابق او ربوده می‌شود. آن مرد آنها را به اتاق هتلی می برد و در آنجا به پسر دستور می دهد که به زیر پتو برود و بیرون نیاید و در همان حال مادر او را تا سرحد مرگ به زیر مشت و لگد می‌گیرد. پسر هیچ نوع تمایلی نداشت تا در مورد چیزهایی که شنیده بود با دکتر اسپنسر حرف بزند. به همین خاطر دکتر از او می‌خواهد که یک نقاشی بکشد، هر طرحی که دلش می‌خواهد. تصویری که پسرک می‌کشد یک راننده‌ی ماشین مسابقه است که چشمان درشتِ هیجان زده‌ای داشته است. این چشمانِ درشت، احتمالا چشمانِ خود پسرک بوده است که دزدکی به سارق نگاه می‌کرده است. این بازگشتِ پنهانی به صحنه‌ی تکان دهنده تقریبا همیشه در آثار هنری بچه‌هایی که دچار ضربه‌ی روحی شده اند مشاهده می‌شود.دکتر اسپنسر، همیشه از بچه‌های تحت درمان خود می‌خواهد که نقاشی بکشند. از این طریق نه فقط خاطرات قدرتمندی که فکر و ذهن بچه را اشغال کرده است در هنر او انعکاس می‌یابند؛ بلکه عمل نقاشی به خودی خود، جنبه‌ی درمانی دارد و نقطه‌ی آغازی است برای فرایند غلبه بر شوک روحی.", دنیل گلمن
687, "افکار عمومی دارای کنجکاوی سیری‌ناپذیری برای کسب دانستنی‌هاست، اما دانستنی‌های بیهوده.", اسکار وایلد
688, "ما حتی اگر به راستی در این کائنات تنها نباشیم، عملا و از هر لحاظ تنهای تنهاییم. کارل ساگان، تعداد کل سیاره های احتمالا موجود در کائنات را 10 میلیارد تریلیون برآورد کرده است - که خود عددی خارج از حد تصور ماست. اما یک چیز دیگر که به همین اندازه خارج از تصور ماست، مقدار فضایی است که این سیارات به آرامی در آن پراکنده شده اند. ساگان می نویسد:«اگر ما را به طور تصادفی در کائنات می گذاشتند، احتمال آنکه در روی یکی از این سیاره ها یا در نزدیکی آن قرار بگیریم از یک در یک میلیارد تریلیون تریلیوندد 1 با سی و سه صفر پس از آن) کمتر می شد. دنیاها بسیار گران قیمت اند.»", بیل برایسون
689, "کسی که تنها به فکر خودش باشد و بخواهد همه چیز را به سود خودش تمام کند، نمی تواند خوشبخت باشد. اگر می خواهید به سود خود کار کنید باید به دیگران سود برسانید.", سنکا
690, عشق عینک سبزی است که با آن انسان کاه را یونجه می‌بیند., مارک تواین
691, "آزادی، دریایی متلاطم و طوفانی است، مردان ترسو آرامش استبداد را بر این طوفان ترجیح می‌دهند.", توماس جفرسون
692, "برای فهم اینکه چرا آدمهای قدرت طلب در سازمان، به هر وسیله ممکن، درصدد تصاحب قدرت هستند، نیاز چندانی به روانشناسی نیست. اما وقتی کسانی، به چماقی که با تحقیر بر سرشان فرود می‌آید، به چشم عصای معجزه‌گر می نگرند، دیگر برای فهم چنین حالاتی حتما به روانشناسی نیازمندیم.", مانس اشپربر
693, "ما با چیزهایی که می گیریم، زندگی می کنیم اما با آنچه می دهیم زندگی می بخشیم.", وینستون چرچیل
694, "آزادی و اراده شامل چشم پوشی از جبرگرایی نیست بلکه شامل رابطه‌ما با آن است. اسپینوزا نوشت: «آزادی، شناخت سرنوشت است.» انسان با ظرفیت و استعدادش برای درک جبرهای موجود و انتخاب نوع رابطه‌اش با آنچه برایش از پیش تعیین شده، متمایز می‌شود. او می‌تواند و باید انتخاب کند که چطور با سرنوشت‌اش از جمله مرگ، سالخوردگی، محدودیت‌های هوشی و شرطی‌شدن‌های ناگزیر موجود در پیشینه‌اش ارتباط برقرار کند،... آیا سرنوشت‌اش را خواهد پذیرفت، انکارش خواهد کرد، با آن خواهد جنگید، تصدیق‌اش خواهد کرد یا به آن تن در خواهد داد؟ همه این واژه ها حاوی عنصر اراده‌اند.", رولو می
695, هرکسی می‌تواند تاریخ‌ساز باشد اما فقط یک مرد بزرگ می‌تواند آنرا رقم زند., اسکار وایلد
696, "...مرگ برادر فقدانی بود که تمامی زندگی او را تحت الشعاع قرار داده بود، تمامی اسطوره های پاک و کودکانه ای که در ذهن داشت: مشیت الهی، امنیت خانه، وجود عدل در جهان، و قانونی که می گوید سالخوردگان قبل از جوان ترها می میرند، با مرگ برادر نابود شده بود.", اروین دیوید یالوم
